,평점,리뷰
6239,5,깔끔하게 포장되어있고 해외배송인 것 감안하면 적절한 시기에 도착 한 것 같아요 사이즈 한 개 더 작게 살 걸 그랬나 싶어요
6240,5,포장이 뜯어져서있어서 좀그랬지만 이쁘네요
6241,4,배송진행상황을 알수 없어 불편했지만 받아보구 완존 맘에 듭니다 재구매 의사도 있어요 잘 신겠습니다
6242,5,저렴한 가격에 좋은 제품 구매 했습니다
6243,5,정사이즈맞아여. 조금 끼는듯한 느낌있지만 그런게 싫으시면 반사이즈 업하면 좋을듯 합니다
6244,5,재질 보시고 구매하세요. 신발 깔창은 양쪽 다 흰색이고바느질처리 만족스럽지 않네요.
6245,5,아진짜욕나오네 한번더믿어보자해서 교환신청했더니 또이딴제품보내ㅛ네 대단하다 장사를뭐이딴식으로하지 뭐만하면 해외핑계나쳐대고 환불해라당장 기본적인 나이키로고도 다르면 뭐우에신고다니란건지모르겠네진짜 이래놓고 절대가품아니다카면 어에믿노 이제 테두리모양도다른걸보내주네 대단해요정말
6246,4,아들이원해서산건데?혹시정품이아니면아닐까걱정했는데아들이맘에들어해서다행입니다ㅎㅎ넘이쁘네요
6247,5,화가 많이 나네요 스매쉬 터져있고 오염 물질에 실밥까지 다 터져있고 신발 안쪽 종이뭉치도 오른쪽만 들어있네요.. 사실때 꼭 참고 하세요
6248,5,"가품 아닌 건 확실한 것 같아요. 영국에서 오느라 배송이 좀 늦어도 물건은 괜찮네요, 단..볼 넓고 발등 높은 분들은 두 치수 크게 해야 편할 듯..한 치수는 길이만 차이가 있다고 하더라구요교환 수수료 5만원 들여서 맞는 신발 골랐어요 ㅠㅠ사이즈 실패만 안 했으면 더 좋았을 거예요."
6249,4,생ㄱ보다 배송도  빠르고 상품도 괜찮습니다.
6250,5,장난치나지금 고객을얼마나기만하면 요즘시댜에 짝퉁을이딴식으로파냐 개열받네진짜 나이키로고위치에 저마감처리에 로고가묻힘 개판이네 당장내돈내놔라
6251,4,해외배송치고 빨라서 좋았고 정품인거도 좋은데앞쪽에 녹 같은게 묻어 있어서 이부분에선 감점그 이외에는 마감이나 퀼리티 좋았네요 가격도 좋구요
6252,4,제품은 마음에 들었구요 배송은 해외구매생각하면 보통입니다
6253,5,해외배송이라 많이 기다릴거라 생각했는데  배송도 빠르고  너무 깔끔하고  이뻐요....잘 신겠습니다
6254,5,정품 맞고요 배송도 빠르고 만족했습니다~!!!
6255,3,해외배송이라 배송은 아주 오래걸릴줄알았는데 생각보단 빨리왔네요. 주문부터 배송까지 9일정도걸렸네요. 사이즈혹시 딱맞을까바 평소245신는데 50으로주문했더니 약간여유있게 딱맞아요~ 그런데 사진에서 보시는것처럼 마감이 좀 깔끔하지못한듯하네요. 아쉽지만 싼맛에 뭐 심한건 아니니 잘신으렵니다.
6256,5,메롱메롱메롱메롱메롱메롱
6257,2,제가 정품은 본적이 없어 구분을 못하겠네요.화면하고 색상은 동일하지만 신발끈 주위로 파란색은 도대체 뭘까요? 원래 그런걸까요?판매한테 문의 남겨보기전 사진 올립니다.
6258,5,퀄리티 좋고 생각보다 배송 빨라요만족해요^^
6259,3,가격이 싸서 궁금해서 시켜봤어요 후기가 별로 없어서 내가 사서저 같이 사기인지 아닌지 확인하고 싶었음 ㅋㅋ배송 10일 걸렸음제품 마감 짭티 나는데 멀리서 보면 잘모름.가격생각하면 신을수 있는정도 입니다. 혹시나 해서 불끄고 사진 찍어봤는데 스티치? 그것도 되있는듯가성비 생각하면 괜찮은거 같고요진품생각하고 사면 후회 할 수도 있습니다.막신을 신발로 산거라 10일 기다린 보람은 있음 ㅎ
6260,2,정품이 학실합니다....이것저것 비교해 보아도 정품이 학실합니다..쿠션감이 전혀없이 나막신처럼 딱딱한거까지 정품과 동일합니다..
6261,5,가격대비 퀄리티 굿만족해요
6262,5,빠른 배송에 깔끔한 마감처리까지 구매해도 후회안될거같아요
6263,3,영국에서 온다고 해서 가품 걱정은 없는 대신 느리고 사이즈가 너무 안 맞아서 교환하려고 보니 반품 수수료 5만원 교환 수수료 7만원이 좀 이해가 안 되고 -교환하려고 보니 그렇게 공지는 돼 있더군요-사이즈는 가이드도 없는데다 교환하려니 사이즈 잘못 선택 경우는 소비자 귀책이라는 어이없음. 늘 신는 신발 사이즈를 적용해서 주문 한 것인데 이 신발 자체가 일반 매장에 없어서 신어볼 수도 없는 거잖아요..? 인터넷 리뷰들을 읽어봐도 정사이즈라는 사람도 있고 크다는 사람도 있고 작다는 사람도 있고 다른 의견들도 참고하기 어려운 경우 아닌지요..?그리고 사진은 올화이트인데 실물은 민트색 내지는 하늘빛이 감돌고.. 사이즈만 맞아도 감안할 수 있는 부분입니다만... 사이즈 교환이 이렇게 어려울 줄이야.. 서로 절충해서 덜 부담스럽게 해주면 교환할 것이고 아니면 반품후 재주문으로 해야겠네요..빠른 처리 부탁드리겠습니다 세시 네시에 연락 주신대놓고 저렇게 통화 연결을 시도했는데 제대로 되지가 않더라구요.
6264,5,발도 편하고 맘에 듭니다
6265,5,싸게 잘 샀습니다. 착용감도 굿입니다.
6266,5,조아요 잘받아습니다 조아요
6267,1,이거 짝퉁인가요? 쿠션도없고 마감처리도  안좋습니다더 어이없는건 3시간정도 일좀보고 집에와보니 보풀이장난아니게생겨 있내요  사지마세요ㅠㅠ
6268,5,조아요 잘받아습니다 조아요
6269,5,갖고싶던거라 맘에듭니다.딱맞네요 이뻐요
6270,1,짭인거 알고샀지만 너무 허접스럽네요다시는 안살거에요 ㅋ
6271,3,노란본드가 좀 많이 있음.퀄이 좀 떨어집니다.
6272,4,가격이 어무 칩해서.. 의심이 아에 없진 않구요가격대만큼만 신고 말으려구요 어차피 올 화이트라떼가 금방 탈거같아서 어쩔 수 없을거 같아요
6273,5,"믿고 구매하셔도 될 거 같습니다. 가품인 줄 노심초사 했거든요. 사이즈가 없어서 여자친구꺼는 다른 오픈매장에서 구매했는데 누가봐도 가품. 그래서 제것도 가품 아닐까했는데 정품입니다. 심지어 재고수량있는 사이즈들이 피니쉬라인 재고랑 일치하더군요 덕분에 잘 샀습니다. 아참, 사이즈는 반업할까말까 고민했는데 꼭 반업하세요 ㅋㅋㅋㅋ"
6274,1,완전 짝퉁 허접합니다.절대 사지 마시오~
6275,1,와 택배 도착하자마자 열어봤는데 짝퉁이라는게 확 느껴지네요 역시 값싸고 좋은건 없어요 이런건 매장가서 직접 눈으로 보고 사야함 반품하려고 했으나 배보다 배꼽이 더 커질것 같아 그냥 구매확정 합니다
6276,3,일단 사진이랑 비슷하게 왔습니다.아마도 정품 아닌거 같지만;후기에 깔창없다고 하는데 칼창 있구요&amp;#40;제가 받은건&amp;#41;근데 깔창을 벗겨보니 짭 티가 나네요얇고 바닥 색이 다름 ㅋㅋㅋ뒷 부분 얼룩도 살짝있고 뭐..
6277,4,배송도 재품도 만족합니다
6278,5,택없이 왔고 메이드인베트남입니다사이즈는 한치수 크게 신는게 좋겠어요끈이 혀구멍에 안들어가져 있어 다시 묶었습니다미세한 마감 불량 보입니다가격대비 아주 만족합니다
6279,5,화이트는 뭐든 고급스럽죠깔끔하고 이쁘네요박스가 좀 찌그러지고 오래 묵혀둔 기분은 뭔지
6280,4,"후기가 별로라서 걱정했는데, 화면 그대로고, 제 발이 작아서 실제보다 작은게 오히려 더 좋네요. 전 그냥 잘 신겠습니다."
6281,1,가격보다 비싼 운동화입니다 바느질 상태도 마감 상태도 허접합니다운동화 상태가 만들다만것같아요운동화 안쪽은 마감이 전혀 안되어있어요원단이 잘린 그상태로 입니다싼거산  내잘못이다 생각하고 신고 있어요ㅜㅜ 그래도 많이 너무 많이 비싼 느낌이랄까 ㅜㅜ 참고하세요 사이즈는 정사이즈보다 조금 여유있어요
6282,4,배송 빠르네요. 마감은 좋지 않습니다! 이 가격에 정품이 아닌건 알고 구매했기에 상관없습니다. 막 신기 헬스장용으로 좋습니다.
6283,3,긴가민가 하긴한데 일단 물품은 잘 받았네요혹시 불안하시면 그냥 더주고 다른곳에서 사는게 나을거 같기도 합니다 잘 몰라서 다른분들도 보시게 일단 사진 남겨놓습니다
6284,4,생각보다 배송도빠르네요 저렴하게 잘샀어요
6285,5,"남자친구 선물로 고민하다가 품절....!
다음 270 기다리고기다리다 찾다찾다 
떠서 바로 구매후 섶라이즈 성공 

가품인지 정품인지 비교해보니 정품같아요! 
넘이쁘고 넘좋아해서 너무 좋았어요 썽공~~!
그냥 고민말고사세오 품절?니덩"
6286,4,스크래치가있었습니다
6287,5,타 해외배송보다 굉장히 빨리 도착했구요 상태매우좋습니다
6288,5,배송 딱 2주걸렸네여 ㅎㅎ 기다린 보람있아요~ 잘맞아요 ㅎㅎ
6289,1,짭인지..정품인지는 전문가가아니여서 모르겠지만..주문한지 10분도 안되서 송장나왔다며 취소안된다해서 그냥 진행했습니다.일본아디도 쫌 컷기때문에 신어보고 끈이빠이 쫄라메고걍나왔는데...삼실서 발건..세상에나 260...돈 버렸네요...
6290,4,배송 빠르고 생각 했던데로라 좋아요
6291,1,오른쪽만두개?혹시나해서 깔창빼봄 확실히 오른쪽 두개  ! 나 오른다리두개인사람
6292,1,본인들이 올린 사진 사이트 아니라 하고요? 정사이즈보다 10정도는 더 크게 오고? 신발끈도 한쪽은 두껍고 한쪽은 얇고? 톡으로 물어？f더니 11번가에 누가 복사 해서 올렸다네요?11번가에 문의 하라고?
6293,2,발볼?은남성 넓은남성 플러스 5 10써있는거믿지마세요 제가 발볼이넓고 다른나이키신발255신는데 이건260보다큰거같아요 그냥단순히 말해서 평소 본인이 신는거보다 한치수작은거주문하면 딱맞습니다 배송은 17일걸렸구요
6294,4,배송은 늦엇지만 깔끔하고예뻐요~정사이즈 주문햇는데 살짝 커네요
6295,1,"정품대리판매로  알고 구매한 내가 바보인듯...정품을 이가격에 파는거 자체가 벌써 말도안됨.마감처리 엉망이고, 디자인도 조금씩 다름.두번다시 구매할 생각없습니다."
6296,3,생각보다는 이쁘지는 ㅋㅋ그냥 저냥 신고다닐만하기는합니다.
6297,5,배송은 직구 구매이후가장빨리왔네요 상품은전체적으로 깔끔한편이나 부분적인 마무리가 미흡한곳이있네요
6298,2,배송은 직구 구매이후가장빨리왔네요 상품은전체적으로 깔끔한편이나 부분적인 마무리가 미흡한곳이있네요?신발안쪽에 한번신엇을뿐인데 ?보플이 심하게일어나네요 ㅠㅠ
6299,4,배송이 너무 오래걸렷습니다
6300,3,저는 정품여부는 모르겟고 신발은신을만 합니다
6301,5,싸게구입했습니다 짝퉁은아니겠줘...잘신을께요
6302,4,대체적으로 판별 불가 ... 퀄리티는 좋음     배송은 빠름
6303,4,12일 날 구매 어제 25일 도착했어요. 배송은 뭐 그냥 쏘쏘. 정품맞죠? 에어부분에 살짝 칠묻은 부분이나 박음질이 몇군데 허접해보이긴한데..  믿고 확정 누릅니다.
6304,5,사이즈도딱이고 이뻐요 맘에듭니다
6305,5,상품을 많이 기대를 안했는데 생각외 정말 괜찮아요. 많이 추천드립니다^^
6306,1,한번도 리뷰를 써본적이 없는 사람인데 이건 써야겠네요. Q &amp;amp; A 를 보시면 판매자님의 답글은 거의 복사 붙여넣기 라는걸 알수있습니다. 정품이 아니면 100% 환불해주겠다는 답글인데요. 정품이 아니면 환불하실분들은 구입하지 않는걸 추천드립니다. 그냥 택이 없습니다. 이것만으로 말다한거지요. 그리고 마감부분도 만족스럽지 않습니다. 저도 정품이 아니면 취소하고 비싸더라도 정품을 사려고했는데 배송이 오래걸리니 귀찮아져서 싼맛에 신어야겠다는 생각이 들더군요. 받아보고 기분 나빠서 리뷰 꼭 써서 알려야겠다는 생각으로 쓰고있는데 이것마저도 귀찮아지고 있네요.  제가 귀차니즘이 심해서 이러한 심리를 이용해서 장사하는사람들이 많아지나 봅니다.   아무튼 꼭 정품들 구매하시고 즐거운 구매들 하시길 바랍니다.
6307,4,배송은 2주정도 마감이 아쉽네요
6308,1,짝퉁 맞네요ㅜㅜ에휴신고하고싶네요
6309,5,상품 좋아요. 배송도 주말빼면 8일만에 왔습니다. 어딜봐도 가품의흔적을 찾아볼수없습니다. 믿고 구매하셔도될것같아요! 박스가 조금 찢어지고 헤졌지만 신발에만 기스 안나면 되죠ㅎ 짝퉁이 워낙많은모델이다보니 주의 하시고 여기서 구매하세요!
6310,5,"일주일안으로 배송왔구요 제가 칼발230에 발볼없는 딱 정사이즈 230발인데요, 해당상품은 누군맞다 누구는 작다해서 백화점가서 신어봤는데.. 230 정말딱맞아요 저는 공간없이 너무딱맞으면 오래신었을때나 두꺼운양말신었을때 불편할까봐 235주문했는데 편하구 좋아요!225-230 신는분은 발이작으셔서 230맞으실 수 있을 것 같아요~ 저는 225는 신어본적이 없는사람이라.. ㅠ 235구매 잘 한 것 같아요!"
6311,1,운동아  불편함  끈  묶는방법이  힘듬  이  운동아의  장점없음  끈묶는데  개고생함
6312,5,"상태 좋은것 같습니다. 배송도 해외배송인점 감안해서, 적당했습니다. 신발은 참 예쁘네요.
사이즈는 원래 265신는데, 그대로 265주문하니 잘 맞네요[G마켓 안드로이드 앱에서 작성]"
6313,5,직배송상담도 친절히 해주시고 물건도 검수잘해서 도착했습니다.10일만에 받았네요~재구매의사 있네요^^
6314,4,와우~~~ 신기하네요 현재 97이 2개나 있어요 이X원나이키에서  색깔별로 2개 가지고 있습니다. 이번에 검색하다가 너무 싸고 흰색이 신어 보고 싶어서 구입을 했는데요 배송은 7일만에 되었습니다. 해외배송이라 .... 암튼 이X원나이키에서 구입한 녀석과 이번에 구입한 녀석을 비교하였는데 정품이라고 해도 믿을정도로 잘 만들었네요 다른부분을 찾기 어려울 정도로요 ... 차이라고 하면 착용감이 조금 다른거 같다는...(본인 생각입니다.) 암튼 정품하고 95% 비슷해요 ㅋㅋㅋㅋㅋㅋㅋ
6315,4,"역시 맥스 97
트리플화이트 굿"
6316,4,"역시 맥스 97  
트리플화이트 굿"
6317,4,보는 그대로입니다. 다만 생각보다 좀 무겁네요
